1544843088808,0.3056641,0.9521484,-0.324707,3,22.125,-21.0625,0.1074219,0,0
1544843088824,0.2983398,0.953125,-0.3139648,3.5625,23.6875,-22.5625,0.1142578,0,0
1544843088824,0.2915039,0.9628906,-0.3051758,3.4375,24.75,-22.875,0.1142578,0,0
1544843088824,0.2851563,0.9643555,-0.284668,2.75,27.625,-24.1875,0.1132813,0,0
1544843088839,0.2822266,0.9633789,-0.2763672,2.5625,29.25,-24.5,0.109375,0,0
1544843088852,0.2739258,0.9555664,-0.2734375,2.5,32.3125,-25.25,0.1083984,0,0
1544843088869,0.2651367,0.965332,-0.2758789,2,33.6875,-25.8125,0.1074219,0,0
1544843088869,0.2719727,0.9663086,-0.2768555,1.8125,33.6875,-25.9375,0.1064453,0,0
1544843088869,0.2895508,0.9624023,-0.2758789,1.375,33.5,-25.3125,0.1064453,0,0
1544843088886,0.2978516,0.9511719,-0.2695313,1,33.875,-24.9375,0.1083984,0,0
1544843088886,0.2758789,0.949707,-0.269043,0.5625,36.375,-23.6875,0.1181641,0,0
1544843088901,0.2163086,0.9746094,-0.2724609,1.375,39.0625,-22.8125,0.1132813,0,0
1544843088901,0.1835938,0.9829102,-0.2807617,1.75,38.875,-22.5625,0.1113281,0,0
1544843088914,0.1513672,0.9716797,-0.2763672,1.1875,35.5,-23.3125,0.1064453,0,0
1544843088929,0.1508789,0.9707031,-0.2524414,-0.4375,32.5625,-25.3125,0.1044922,0,0
1544843088929,0.1538086,0.9799805,-0.2519531,-1,31.625,-26.0625,0.1025391,0,0
1544843088945,0.1796875,0.9853516,-0.2558594,-1.25,30.625,-27.5625,0.09960938,0,0
1544843088945,0.2045898,0.9780273,-0.2695313,-1.125,30.3125,-28,0.1005859,0,0
1544843088958,0.2675781,0.9609375,-0.2729492,-0.8125,31.0625,-28.0625,0.1044922,0,0
1544843088974,0.315918,0.9467773,-0.2666016,-0.0625,35.1875,-27.6875,0.1064453,0,0
1544843088974,0.3198242,0.9414063,-0.2612305,0.375,38.125,-27.4375,0.1113281,0,0
1544843088974,0.262207,0.9375,-0.2607422,2.375,44.5625,-26.0625,0.1113281,0,0
1544843088991,0.2133789,0.9443359,-0.2739258,3.25,46.9375,-25.5625,0.1162109,0,0
1544843088991,0.125,0.9814453,-0.2866211,3.625,46.875,-25.375,0.1162109,0,0
1544843089011,0.05761719,1.003418,-0.2871094,1.8125,41.5,-26.0625,0.1113281,0,0
1544843089011,0.04589844,0.9980469,-0.277832,0.25,37.625,-26.75,0.1083984,0,0
1544843089011,0.06494141,1.007813,-0.2421875,-2.4375,31.375,-28.25,0.1064453,0,0
1544843089027,0.1142578,1.012207,-0.2402344,-5.1875,28.1875,-28.75,0.1015625,0,0
1544843089027,0.1420898,1.013184,-0.2480469,-5.9375,26.375,-28.3125,0.09863281,0,0
1544843089040,0.1855469,1.001953,-0.2636719,-6.6875,22.75,-27.1875,0.09570313,0,0
1544843089057,0.199707,0.965332,-0.2700195,-6.875,21.375,-26.375,0.09765625,0,0
1544843089057,0.1806641,0.9560547,-0.2646484,-7.8125,19.8125,-21.8125,0.09570313,0,0
1544843089057,0.1743164,0.9335938,-0.2543945,-8,20.1875,-22.4375,0.09472656,0,0
1544843089072,0.1728516,0.9355469,-0.2553711,-8.375,20.125,-21.6875,0.1035156,0,0
1544843089073,0.1806641,0.9321289,-0.2480469,-6.625,20.625,-20.9375,0.1181641,0,0
1544843089089,0.1518555,0.965332,-0.2651367,-4.5625,20.8125,-19.375,0.1191406,0,0
1544843089089,0.1269531,0.9677734,-0.2709961,-3.8125,18.75,-18.1875,0.1162109,0,0
1544843089104,0.1069336,0.9785156,-0.2421875,-4.125,14.5,-17.125,0.1181641,0,0
1544843089104,0.09472656,1.002441,-0.2402344,-5.875,14.25,-17.4375,0.1171875,0,0
1544843089117,0.09033203,1.019043,-0.2441406,-9.5625,14.0625,-19.375,0.1152344,0,0
1544843089134,0.1010742,1.012695,-0.2436523,-11.6875,13,-20.75,0.1103516,0,0
1544843089151,0.109375,1.007324,-0.2485352,-12.3125,11.9375,-20.75,0.1054688,0,0
1544843089151,0.1542969,1.007324,-0.237793,-12.875,10.9375,-19.9375,0.1015625,0,0
1544843089151,0.1674805,1.004883,-0.2416992,-12.875,11.25,-19.25,0.09765625,0,0
1544843089168,0.1708984,0.9951172,-0.2456055,-12.25,11.25,-17.0625,0.09472656,0,0
1544843089168,0.1875,0.9765625,-0.2246094,-11.0625,11.5,-17.0625,0.09179688,0,0
1544843089183,0.190918,0.9594727,-0.2226563,-10.5625,12.875,-17.0625,0.08984375,0,0
1544843089183,0.1865234,0.9331055,-0.2021484,-9.9375,16.9375,-15.625,0.09082031,0,0
1544843089199,0.1801758,0.9169922,-0.1821289,-8.0625,23.25,-15.5,0.09375,0,0
1544843089199,0.1689453,0.918457,-0.1762695,-7.0625,27,-14.9375,0.09277344,0,0
1544843089212,0.1420898,0.9443359,-0.1552734,-5.4375,35.3125,-13.1875,0.09082031,0,0
1544843089227,0.121582,0.9736328,-0.1508789,-4.625,41.75,-11.0625,0.08984375,0,0
1544843089227,0.09570313,0.9946289,-0.1601563,-4,42.4375,-9.9375,0.08789063,0,0
1544843089242,0.05517578,1.022949,-0.1845703,-2.4375,37.8125,-7.875,0.08691406,0,0
1544843089242,0.04492188,1.030762,-0.1860352,-2.375,34.3125,-7.25,0.0859375,0,0
1544843089259,0.03759766,1.033691,-0.1694336,-3.25,28.375,-6.6875,0.08496094,0,0
1544843089259,0.04443359,1.023438,-0.1508789,-4.625,26.375,-6.8125,0.08398438,0,0
1544843089274,0.04931641,1.014648,-0.140625,-5.1875,25.9375,-6.875,0.08300781,0,0
1544843089274,0.0546875,0.9941406,-0.1328125,-5.125,25.8125,-7.1875,0.08496094,0,0
1544843089289,0.05224609,0.9887695,-0.1391602,-4.625,25.875,-7.4375,0.08691406,0,0
1544843089289,0.03173828,0.9863281,-0.1479492,-4.0625,23.6875,-7.5,0.0859375,0,0
1544843089305,0.02978516,0.9916992,-0.1425781,-4.5625,18.75,-7.25,0.08789063,0,0
1544843089305,0.03564453,0.980957,-0.137207,-5,16.5625,-6.75,0.09277344,0,0
1544843089305,0.02392578,0.9765625,-0.1669922,-5.8125,11.3125,-5.3125,0.09570313,0,0
1544843089331,-0.003417969,0.9946289,-0.2109375,-3.875,-1.6875,-3.3125,0.09570313,0,0
1544843089348,-0.009277344,1.010254,-0.2329102,-2.6875,-10.5,-2,0.09472656,0,0
1544843089348,-0.04882813,1.051758,-0.2270508,-1.5,-28.25,0,0.09179688,0,0
1544843089348,-0.09033203,1.078125,-0.1416016,-4.875,-37,0.125,0.08984375,0,0
1544843089361,-0.09814453,1.086914,-0.09570313,-7.3125,-36.4375,-1,0.08886719,0,0
1544843089378,-0.06152344,1.088379,-0.02636719,-11.5,-28.625,-5.75,0.08886719,0,0
1544843089378,-0.0234375,1.078125,-0.01953125,-12.875,-24.1875,-8.4375,0.08691406,0,0
1544843089395,0.06445313,1.041016,-0.03613281,-12.6875,-18.625,-13,0.08789063,0,0
1544843089395,0.1289063,1.040527,-0.0625,-10.25,-15.8125,-15.25,0.08691406,0,0
